pxd,AnnotationType,precision,recall,f1,jacc
PXD050621,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Modification],0.0,0.0,0.0,0.0
PXD050621,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD050621,FactorValue[GeneticModification],0.0,0.0,0.0,0.0
PXD050621,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD050621,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD050621,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD050621,Comment[FragmentMassTolerance],0.0,0.0,0.0,0.0
PXD050621,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD050621,Comment[FlowRateChromatogram],0.0,0.0,0.0,0.0
PXD050621,FactorValue[Treatment],0.0,0.0,0.0,0.0
PXD050621,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD050621,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD050621,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD050621,PXD,1.0,1.0,1.0,1.0
PXD050621,Characteristics[Time],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Label],0.0,0.0,0.0,0.0
PXD050621,Characteristics[Age],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD050621,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD050621,Comment[FractionIdentifier],1.0,1.0,1.0,1.0
PXD050621,Raw Data File,1.0,1.0,1.0,1.0
PXD050621,Comment[MS2MassAnalyzer],1.0,1.0,1.0,1.0
PXD050621,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD050621,Characteristics[CellPart],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Temperature],1.0,1.0,1.0,1.0
PXD050621,Comment[FragmentationMethod],0.0,0.0,0.0,0.0
PXD050621,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD050621,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD050621,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD050621,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD050621,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD050621,Characteristics[CellLine],0.0,0.0,0.0,0.0
PXD050621,Characteristics[Compound],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Genotype],0.0,0.0,0.0,0.0
PXD050621,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD050621,Comment[GradientTime],0.0,0.0,0.0,0.0
PXD050621,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD050621,Comment[Instrument],0.0,0.0,0.0,0.0
PXD050621,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD050621,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD050621,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Disease],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD050621,Characteristics[NumberOfBiologicalReplicates],0.0,0.0,0.0,0.0
PXD050621,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD050621,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD050621,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Modification].2,1.0,1.0,1.0,1.0
PXD050621,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD050621,Characteristics[CellType],0.0,0.0,0.0,0.0
PXD050621,Comment[Separation],0.0,0.0,0.0,0.0
PXD050621,Characteristics[SamplingTime],1.0,1.0,1.0,1.0
PXD050621,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD050621,Characteristics[AlkylationReagent],1.0,1.0,1.0,1.0
PXD050621,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD050621,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD050621,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD050621,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD050621,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD050621,Comment[NumberOfMissedCleavages],0.0,0.0,0.0,0.0
PXD050621,Characteristics[Modification].1,1.0,1.0,1.0,1.0
PXD050621,Characteristics[Strain],0.0,0.0,0.0,0.0
PXD050621,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD050621,Characteristics[Specimen],0.0,0.0,0.0,0.0
PXD050621,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD050621,Comment[CollisionEnergy],1.0,1.0,1.0,1.0
PXD050621,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD040582,Characteristics[NumberOfTechnicalReplicates],1.0,1.0,1.0,1.0
PXD040582,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD040582,Characteristics[BiologicalReplicate],0.0,0.0,0.0,0.0
PXD040582,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD040582,Characteristics[GeneticModification],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Modification].3,0.0,0.0,0.0,0.0
PXD040582,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD040582,Comment[EnrichmentMethod],1.0,1.0,1.0,1.0
PXD040582,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Modification],0.0,0.0,0.0,0.0
PXD040582,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD040582,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD040582,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD040582,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD040582,Comment[FragmentMassTolerance],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Treatment],1.0,1.0,1.0,1.0
PXD040582,Comment[FlowRateChromatogram],1.0,1.0,1.0,1.0
PXD040582,FactorValue[Treatment],0.0,0.0,0.0,0.0
PXD040582,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD040582,Characteristics[ConcentrationOfCompound],0.0,0.0,0.0,0.0
PXD040582,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD040582,PXD,1.0,1.0,1.0,1.0
PXD040582,Characteristics[Time],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Label],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Age],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD040582,Characteristics[DiseaseTreatment],0.0,0.0,0.0,0.0
PXD040582,Comment[FractionIdentifier],1.0,1.0,1.0,1.0
PXD040582,Raw Data File,1.0,1.0,1.0,1.0
PXD040582,Comment[MS2MassAnalyzer],0.0,0.0,0.0,0.0
PXD040582,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD040582,Characteristics[CellPart],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Temperature],0.0,0.0,0.0,0.0
PXD040582,Comment[FragmentationMethod],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD040582,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD040582,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD040582,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD040582,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD040582,Characteristics[CellLine],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Compound],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Genotype],0.0,0.0,0.0,0.0
PXD040582,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD040582,Comment[GradientTime],0.0,0.0,0.0,0.0
PXD040582,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD040582,Comment[Instrument],0.0,0.0,0.0,0.0
PXD040582,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD040582,FactorValue[ConcentrationOfCompound].1,0.0,0.0,0.0,0.0
PXD040582,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Disease],0.0,0.0,0.0,0.0
PXD040582,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD040582,Characteristics[NumberOfBiologicalReplicates],0.0,0.0,0.0,0.0
PXD040582,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD040582,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD040582,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Modification].2,0.0,0.0,0.0,0.0
PXD040582,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD040582,Characteristics[CellType],0.0,0.0,0.0,0.0
PXD040582,Comment[Separation],0.0,0.0,0.0,0.0
PXD040582,Characteristics[SamplingTime],1.0,1.0,1.0,1.0
PXD040582,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD040582,Characteristics[AlkylationReagent],0.0,0.0,0.0,0.0
PXD040582,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD040582,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD040582,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD040582,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD040582,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD040582,Comment[NumberOfMissedCleavages],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Modification].1,0.0,0.0,0.0,0.0
PXD040582,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD040582,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Specimen],1.0,1.0,1.0,1.0
PXD040582,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD040582,Comment[CollisionEnergy],0.0,0.0,0.0,0.0
PXD040582,FactorValue[CellPart],0.0,0.0,0.0,0.0
PXD061195,Characteristics[NumberOfTechnicalReplicates],1.0,1.0,1.0,1.0
PXD061195,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD061195,Characteristics[BiologicalReplicate],1.0,1.0,1.0,1.0
PXD061195,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD061195,Characteristics[GeneticModification],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Modification].3,0.0,0.0,0.0,0.0
PXD061195,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD061195,Comment[EnrichmentMethod],0.0,0.0,0.0,0.0
PXD061195,FactorValue[Bait],0.0,0.0,0.0,0.0
PXD061195,Characteristics[Modification],0.0,0.0,0.0,0.0
PXD061195,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD061195,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD061195,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD061195,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD061195,Comment[FragmentMassTolerance],0.0,0.0,0.0,0.0
PXD061195,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD061195,Comment[FlowRateChromatogram],0.0,0.0,0.0,0.0
PXD061195,FactorValue[Treatment],1.0,1.0,1.0,1.0
PXD061195,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD061195,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD061195,Characteristics[NumberOfSamples],0.25,0.5,0.3333333333333333,0.5
PXD061195,PXD,1.0,1.0,1.0,1.0
PXD061195,Characteristics[Time],0.0,0.0,0.0,0.0
PXD061195,Characteristics[Label],0.0,0.0,0.0,0.0
PXD061195,Characteristics[Age],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD061195,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD061195,Comment[FractionIdentifier],0.0,0.0,0.0,0.0
PXD061195,Raw Data File,1.0,1.0,1.0,1.0
PXD061195,Comment[MS2MassAnalyzer],0.0,0.0,0.0,0.0
PXD061195,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD061195,Characteristics[CellPart],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Temperature],0.0,0.0,0.0,0.0
PXD061195,Comment[FragmentationMethod],0.25,0.5,0.3333333333333333,0.5
PXD061195,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD061195,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD061195,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD061195,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD061195,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD061195,Characteristics[CellLine],0.25,0.5,0.3333333333333333,0.5
PXD061195,Characteristics[Compound],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Genotype],1.0,1.0,1.0,1.0
PXD061195,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD061195,Comment[GradientTime],0.0,0.0,0.0,0.0
PXD061195,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD061195,Comment[Instrument],0.0,0.0,0.0,0.0
PXD061195,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD061195,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD061195,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Disease],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD061195,Characteristics[NumberOfBiologicalReplicates],1.0,1.0,1.0,1.0
PXD061195,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD061195,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD061195,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Bait],0.0,0.0,0.0,0.0
PXD061195,Characteristics[Modification].2,0.0,0.0,0.0,0.0
PXD061195,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD061195,Characteristics[CellType],1.0,1.0,1.0,1.0
PXD061195,Comment[Separation],0.0,0.0,0.0,0.0
PXD061195,Characteristics[SamplingTime],0.25,0.5,0.3333333333333333,0.5
PXD061195,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD061195,Characteristics[AlkylationReagent],0.25,0.5,0.3333333333333333,0.5
PXD061195,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD061195,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD061195,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD061195,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD061195,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD061195,Comment[NumberOfMissedCleavages],0.0,0.0,0.0,0.0
PXD061195,Characteristics[Modification].1,0.0,0.0,0.0,0.0
PXD061195,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD061195,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD061195,Characteristics[Specimen],0.25,0.5,0.3333333333333333,0.5
PXD061195,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD061195,Comment[CollisionEnergy],0.25,0.5,0.3333333333333333,0.5
PXD061195,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD061136,Characteristics[NumberOfTechnicalReplicates],1.0,1.0,1.0,1.0
PXD061136,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD061136,Characteristics[BiologicalReplicate],1.0,1.0,1.0,1.0
PXD061136,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD061136,Characteristics[GeneticModification],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Modification].3,1.0,1.0,1.0,1.0
PXD061136,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD061136,Comment[EnrichmentMethod],0.0,0.0,0.0,0.0
PXD061136,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Modification],1.0,1.0,1.0,1.0
PXD061136,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD061136,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD061136,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD061136,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD061136,Comment[FragmentMassTolerance],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD061136,Comment[FlowRateChromatogram],0.0,0.0,0.0,0.0
PXD061136,FactorValue[Treatment],1.0,1.0,1.0,1.0
PXD061136,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD061136,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD061136,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD061136,PXD,1.0,1.0,1.0,1.0
PXD061136,Characteristics[Time],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Label],0.0,0.0,0.0,0.0
PXD061136,Characteristics[Age],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD061136,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD061136,Comment[FractionIdentifier],0.0,0.0,0.0,0.0
PXD061136,Raw Data File,1.0,1.0,1.0,1.0
PXD061136,Comment[MS2MassAnalyzer],1.0,1.0,1.0,1.0
PXD061136,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD061136,Characteristics[CellPart],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Temperature],0.0,0.0,0.0,0.0
PXD061136,Comment[FragmentationMethod],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD061136,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD061136,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD061136,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD061136,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD061136,Characteristics[CellLine],0.0,0.0,0.0,0.0
PXD061136,Characteristics[Compound],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Genotype],1.0,1.0,1.0,1.0
PXD061136,Characteristics[ReductionReagent],1.0,1.0,1.0,1.0
PXD061136,Comment[GradientTime],1.0,1.0,1.0,1.0
PXD061136,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD061136,Comment[Instrument],0.0,0.0,0.0,0.0
PXD061136,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD061136,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD061136,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Disease],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD061136,Characteristics[NumberOfBiologicalReplicates],1.0,1.0,1.0,1.0
PXD061136,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD061136,Characteristics[OriginSiteDisease],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD061136,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Modification].2,1.0,1.0,1.0,1.0
PXD061136,Comment[FractionationMethod],1.0,1.0,1.0,1.0
PXD061136,Characteristics[CellType],0.0,0.0,0.0,0.0
PXD061136,Comment[Separation],0.0,0.0,0.0,0.0
PXD061136,Characteristics[SamplingTime],1.0,1.0,1.0,1.0
PXD061136,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD061136,Characteristics[AlkylationReagent],1.0,1.0,1.0,1.0
PXD061136,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD061136,Comment[PrecursorMassTolerance],1.0,1.0,1.0,1.0
PXD061136,Characteristics[OrganismPart],1.0,1.0,1.0,1.0
PXD061136,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD061136,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD061136,Comment[NumberOfMissedCleavages],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Modification].1,1.0,1.0,1.0,1.0
PXD061136,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD061136,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Specimen],1.0,1.0,1.0,1.0
PXD061136,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD061136,Comment[CollisionEnergy],1.0,1.0,1.0,1.0
PXD061136,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD061009,Characteristics[NumberOfTechnicalReplicates],0.0,0.0,0.0,0.0
PXD061009,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD061009,Characteristics[BiologicalReplicate],1.0,1.0,1.0,1.0
PXD061009,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD061009,Characteristics[GeneticModification],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Modification].3,1.0,1.0,1.0,1.0
PXD061009,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD061009,Comment[EnrichmentMethod],0.0,0.0,0.0,0.0
PXD061009,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Modification],0.0,0.0,0.0,0.0
PXD061009,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD061009,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD061009,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD061009,FactorValue[Temperature],1.0,1.0,1.0,1.0
PXD061009,Comment[FragmentMassTolerance],0.0,0.0,0.0,0.0
PXD061009,Characteristics[Treatment],0.0,0.0,0.0,0.0
PXD061009,Comment[FlowRateChromatogram],1.0,1.0,1.0,1.0
PXD061009,FactorValue[Treatment],0.0,0.0,0.0,0.0
PXD061009,Characteristics[CleavageAgent],0.0,0.0,0.0,0.0
PXD061009,Characteristics[ConcentrationOfCompound],1.0,1.0,1.0,1.0
PXD061009,Characteristics[NumberOfSamples],1.0,1.0,1.0,1.0
PXD061009,PXD,1.0,1.0,1.0,1.0
PXD061009,Characteristics[Time],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Label],0.0,0.0,0.0,0.0
PXD061009,Characteristics[Age],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Depletion],1.0,1.0,1.0,1.0
PXD061009,Characteristics[DiseaseTreatment],1.0,1.0,1.0,1.0
PXD061009,Comment[FractionIdentifier],1.0,1.0,1.0,1.0
PXD061009,Raw Data File,1.0,1.0,1.0,1.0
PXD061009,Comment[MS2MassAnalyzer],1.0,1.0,1.0,1.0
PXD061009,Characteristics[AnatomicSiteTumor],1.0,1.0,1.0,1.0
PXD061009,Characteristics[CellPart],0.0,0.0,0.0,0.0
PXD061009,Characteristics[Temperature],1.0,1.0,1.0,1.0
PXD061009,Comment[FragmentationMethod],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Modification].4,1.0,1.0,1.0,1.0
PXD061009,Characteristics[DevelopmentalStage],1.0,1.0,1.0,1.0
PXD061009,Characteristics[BMI],1.0,1.0,1.0,1.0
PXD061009,FactorValue[Compound],1.0,1.0,1.0,1.0
PXD061009,Comment[IonizationType],0.0,0.0,0.0,0.0
PXD061009,Characteristics[CellLine],0.0,0.0,0.0,0.0
PXD061009,Characteristics[Compound],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Genotype],1.0,1.0,1.0,1.0
PXD061009,Characteristics[ReductionReagent],0.0,0.0,0.0,0.0
PXD061009,Comment[GradientTime],1.0,1.0,1.0,1.0
PXD061009,Comment[AcquisitionMethod],0.0,0.0,0.0,0.0
PXD061009,Comment[Instrument],0.0,0.0,0.0,0.0
PXD061009,Characteristics[TumorSize],1.0,1.0,1.0,1.0
PXD061009,FactorValue[ConcentrationOfCompound].1,1.0,1.0,1.0,1.0
PXD061009,Characteristics[SpikedCompound],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Disease],0.0,0.0,0.0,0.0
PXD061009,Characteristics[Organism],0.0,0.0,0.0,0.0
PXD061009,Characteristics[NumberOfBiologicalReplicates],0.0,0.0,0.0,0.0
PXD061009,FactorValue[Disease],1.0,1.0,1.0,1.0
PXD061009,Characteristics[OriginSiteDisease],0.0,0.0,0.0,0.0
PXD061009,Characteristics[Modification].6,1.0,1.0,1.0,1.0
PXD061009,FactorValue[FractionIdentifier],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Bait],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Modification].2,1.0,1.0,1.0,1.0
PXD061009,Comment[FractionationMethod],0.0,0.0,0.0,0.0
PXD061009,Characteristics[CellType],1.0,1.0,1.0,1.0
PXD061009,Comment[Separation],0.0,0.0,0.0,0.0
PXD061009,Characteristics[SamplingTime],1.0,1.0,1.0,1.0
PXD061009,Characteristics[TumorSite],1.0,1.0,1.0,1.0
PXD061009,Characteristics[AlkylationReagent],1.0,1.0,1.0,1.0
PXD061009,Characteristics[PooledSample],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Staining],1.0,1.0,1.0,1.0
PXD061009,Comment[PrecursorMassTolerance],0.0,0.0,0.0,0.0
PXD061009,Characteristics[OrganismPart],0.0,0.0,0.0,0.0
PXD061009,Characteristics[TumorGrade],1.0,1.0,1.0,1.0
PXD061009,Comment[NumberOfFractions],1.0,1.0,1.0,1.0
PXD061009,Comment[NumberOfMissedCleavages],0.0,0.0,0.0,0.0
PXD061009,Characteristics[Modification].1,0.0,0.0,0.0,0.0
PXD061009,Characteristics[Strain],1.0,1.0,1.0,1.0
PXD061009,Characteristics[TumorCellularity],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Specimen],1.0,1.0,1.0,1.0
PXD061009,Characteristics[Modification].5,1.0,1.0,1.0,1.0
PXD061009,Comment[CollisionEnergy],1.0,1.0,1.0,1.0
PXD061009,FactorValue[CellPart],1.0,1.0,1.0,1.0
PXD016436,Characteristics[NumberOfTechnicalReplicates],0.0,0.0,0.0,0.0
PXD016436,Characteristics[GrowthRate],1.0,1.0,1.0,1.0
PXD016436,Characteristics[BiologicalReplicate],0.0,0.0,0.0,0.0
PXD016436,Characteristics[SyntheticPeptide],1.0,1.0,1.0,1.0
PXD016436,Characteristics[GeneticModification],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Modification].3,0.0,0.0,0.0,0.0
PXD016436,Characteristics[AncestryCategory],1.0,1.0,1.0,1.0
PXD016436,Comment[EnrichmentMethod],0.0,0.0,0.0,0.0
PXD016436,FactorValue[Bait],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Modification],1.0,1.0,1.0,1.0
PXD016436,Characteristics[TumorStage],1.0,1.0,1.0,1.0
PXD016436,FactorValue[GeneticModification],1.0,1.0,1.0,1.0
PXD016436,Characteristics[Sex],1.0,1.0,1.0,1.0
PXD016436,Characteristics[MaterialType],0.0,0.0,0.0,0.0
PXD016436,FactorValue[Temperature],0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7142857142857143
PXD016436,Comment[FragmentMassTolerance],0.0,0.0,0.0,0.0
